"","ENTREES","Genre","copies","DEVIS","distrib","produc","origine","AE","RD","coc","rang","duree","cannes","regard","quinzaine","venise","berlin","critlegit","critpopu","nbcritiques","rk_entrees","rk_copies","rk_devis","categ.copies"
"1",2191,"ComDram",6,NA,"NotAv","9","MINO","0","0","TP",4,124,"0","0","0","0","0",NA,NA,0,11.9815184290665,18.3956886724013,NA,"[5,10)"
"2",20542,"Comédie",80,NA,"NotAv","NotAv","F100","0","0","TP",2,96,"0","0","0","0","0",2,2,0.625,39.8718891105744,57.6432790962794,NA,"[50,100)"
"3",15454,"ComDram",30,NA,"NotAv","tvFR","F100","0","0","TP",2,105,"0","0","0","0","0",3.6,3,0.75,36.1073191221254,41.0975230593844,NA,"[20,50)"
"4",2832,"Drame",6,NA,"NotAv","NotAv","EUROPE","1","0","16",1,111,"0","0","0","0","0",3.33333333333333,3,0.4375,14.5227344324268,18.3956886724013,NA,"[5,10)"
"5",177519,"ComDram",220,NA,"NotAv","tvFR","F100","1","0","TPA",7,165,"0","0","0","0","0",3.2,3.5,0.8125,69.9569463404389,77.0079801015649,NA,"[200,400)"
"6",45795,"Drame",35,NA,"NotAv","NotAv","F100","1","1","TP",3,108,"0","0","0","0","0",4.6,2.66666666666667,0.875,50.8400714060695,43.7143745465851,NA,"[20,50)"
"7",62796,"ComDram",100,NA,"NotAv","tvFR",NA,"1","0","NotAv",3,120,"0","0","0","0","0",3.83333333333333,3.25,1,55.4867163708915,61.3379624831589,NA,"[100,200)"
"8",2912,"ComDram",10,NA,"NotAv","NotAv","MAJO","1","1","TP",8,122,"0","0","0","0","0",3.4,2,0.8125,14.8797647800063,24.8626800704736,NA,"[10,20)"
"9",301,"ComDram",5,NA,"NotAv","NotAv","EUROPE","0","0","TP",1,86,"0","0","0","0","0",2,2,0.125,2.18943610206868,16.1312053062494,NA,"[5,10)"
"10",3061,"Drame",6,NA,"NotAv","NotAv","MAJO","1","1","TP",5,96,"0","0","0","0","0",4,2.33333333333333,0.6875,15.3313031607687,18.3956886724013,NA,"[5,10)"
"11",624,"Drame",2,NA,"NotAv","NotAv","EUROPE","0","0","TP",1,95,"0","0","0","0","0",NA,NA,0,4.16360390633204,8.46201678930459,NA,"[1,5)"
"12",16308,"Comédie",80,NA,"5","tvFR","F100","0","0","TP",1,92,"0","0","0","0","0",2.33333333333333,3.66666666666667,0.5,36.8686338338759,57.6432790962794,NA,"[50,100)"
"13",67910,"ComDram",124,6536000,"5","9","EUROPE","1","0","TP",1,89,"0","0","0","0","0",2.66666666666667,2.33333333333333,0.75,56.652315446813,64.93419007151,52.2913694721826,"[100,200)"
"14",168360,"Action",312,29412000,"5","majorUS","USA","0","0","12",12,104,"0","0","0","0","0",3,2,0.625,69.2533865378557,85.0347186236916,82.3555634807418,"[200,400)"
"15",105555,"Drame",60,NA,"5","9","EUROPE","1","0","TP",6,116,"1","0","0","0","0",3.25,3.5,0.8125,63.0158563477896,53.2075862783708,NA,"[50,100)"
"16",0,"ComDram",2,NA,"5","9","TIERS","0","0","TP",2,92,"0","0","0","0","0",2.33333333333333,3,0.4375,0.173264727501838,8.46201678930459,NA,"[1,5)"
"17",1433310,"Comédie",371,21242000,"5","tvFR","USA","1","0","TP",9,105,"1","0","0","0","0",3.66666666666667,4.5,1,94.2035072981203,88.4962172245829,76.6672610556348,"[200,400)"
"18",25775,"Animation",80,NA,"5","9","EUROPE","1","0","TP",1,92,"0","0","0","0","0",2.66666666666667,2.5,0.375,43.032657775911,57.6432790962794,NA,"[50,100)"
"19",413706,"Comédie",300,NA,"5","NotAv","F100","1","0","TP",13,103,"0","0","0","0","0",2.6,3.33333333333333,0.75,81.486926388743,83.8739765778837,NA,"[200,400)"
"20",76225,"Action",150,NA,"5","NotAv","MAJO","0","0","TP",29,88,"0","0","0","0","0",2,2,0.3125,58.416465399559,68.4889625867966,NA,"[100,200)"
"21",385805,"Action",220,16340000,"5","majorUS","USA","1","0","TP",2,115,"1","0","0","0","0",4.16666666666667,4,1,80.7203612307046,77.0079801015649,72.0042796005706,"[200,400)"
"22",314277,"ComDram",189,NA,"5","tvFR","F100","0","0","TP",11,110,"0","0","0","0","0",2.5,3,0.8125,77.5385907802163,73.0801119286973,NA,"[100,200)"
"23",8527,"Sci-Fi",40,NA,"5","NotAv","F100","0","0","12",2,100,"0","0","0","0","0",2.6,2.66666666666667,0.625,27.7958626483251,46.1446782049953,NA,"[20,50)"
"24",32489,"Action",102,5719000,"5","9","USA","0","0","12",2,97,"0","0","0","0","0",3,4,0.375,46.1829255486716,61.8768784329982,49.6255349500713,"[100,200)"
"25",2503,"Drame",10,NA,"5","majorUS","USA","0","0","TP",3,115,"0","0","0","0","0",2.2,3,0.5625,13.2783786621863,24.8626800704736,NA,"[10,20)"
"26",165502,"Comédie",159,8170000,"5","9","USA","0","0","TP",5,129,"0","0","0","0","0",2.75,2.66666666666667,0.8125,69.0853722566418,69.763706083532,58.0064194008559,"[100,200)"
"27",503282,"ComDram",418,32680000,"5","majorUS","EUROPE","0","0","TP",2,134,"0","0","0","0","0",2.6,3.75,0.8125,83.9651370366481,91.0042491449891,84.0139087018545,"[400,600)"
"28",3952,"Comédie",5,NA,"5","9","F100","0","0","TP",2,95,"0","0","0","0","0",3.5,2,0.3125,18.5183240575449,16.1312053062494,NA,"[5,10)"
"29",68404,"Comédie",70,NA,"5","tvFR","USA","1","0","TP",6,88,"0","0","0","0","0",3,3.5,0.875,56.7363225874199,55.6793450098456,NA,"[50,100)"
"30",9421,"Comédie",80,NA,"5","9","USA","0","0","TP",1,101,"0","0","0","0","0",2,2,0.25,29.2029822534915,57.6432790962794,NA,"[50,100)"
"31",2664975,"Horreur",622,32680000,"5","5","USA","0","0","12",11,117,"0","0","0","0","0",4,3.66666666666667,0.4375,97.5112884595191,96.8856876360245,84.0139087018545,"[600,1100]"
"32",10861,"Comédie",10,NA,"5","NotAv","F100","0","0","TP",1,97,"0","0","0","0","0",2.75,3,0.5,31.0301375616927,24.8626800704736,NA,"[10,20)"
"33",3721073,"Comédie",704,15523000,"5","majorUS","USA","0","0","12",1,84,"0","0","0","0","0",2.75,3.75,0.875,98.7083902131681,98.1863405534252,70.5599144079886,"[600,1100]"
"34",846225,"Comédie",261,3980000,"5","9","F100","1","0","TP",3,89,"0","0","0","0","0",4,3.5,0.75,89.9191431271658,80.8684837807027,39.5595577746077,"[200,400)"
"35",119155,"ComDram",300,19608000,"5","majorUS","USA","1","0","TP",5,NA,"0","0","0","0","0",3.2,3,0.8125,64.5594875564423,83.8739765778837,74.5363766048502,"[200,400)"
"36",14260,"Comédie",5,NA,"5","tvFR","F100","0","0","TP",1,80,"0","0","0","0","0",2,3,0.3125,35.0729812034023,16.1312053062494,NA,"[5,10)"
"37",157437,"ComDram",112,NA,"5","9","MAJO","1","1","TP",3,145,"1","0","0","0","0",5,3,1,68.4553187020897,63.3640791791896,NA,"[100,200)"
"38",72127,"ComDram",20,NA,"5","NotAv","MINO","1","0","TP",14,108,"0","0","0","0","0",2.5,2.75,0.6875,57.534390423186,34.4439838325215,NA,"[20,50)"
"39",42152,"Animation",200,NA,"5","9","F100","0","0","TP",1,72,"0","0","0","0","0",2.5,3,0.5625,49.7847317021947,74.8315887656752,NA,"[200,400)"
"40",249018,"Action",265,NA,"5","9","TIERS","1","1","12",8,114,"0","0","0","0","0",4,3.75,1,74.5143337183661,81.1483055238885,NA,"[200,400)"
"41",154328,"Comédie",200,16340000,"5","majorUS","USA","0","0","TP",12,112,"0","0","0","0","0",2,2.75,0.8125,68.2032972802688,74.8315887656752,72.0042796005706,"[200,400)"
"42",10748,"ComDram",80,NA,"5","9","USA","0","0","TP",1,103,"0","0","0","0","0",2.33333333333333,2,0.5,30.851622387903,57.6432790962794,NA,"[50,100)"
"43",31620,"ComDram",200,22059000,"5","majorUS","USA","0","0","TP",10,118,"0","0","0","0","0",2,3,0.875,45.8258952010921,74.8315887656752,77.0595577746077,"[200,400)"
"44",1887668,"Comédie",494,5660000,"5","9","MAJO","0","0","TP",4,105,"0","0","0","0","0",2.66666666666667,4,0.75,95.9256536805628,93.5744636749922,49.3223965763195,"[400,600)"
"45",NA,"Comédie",400,NA,"5","tvFR",NA,"0","0","NotAv",30,122,"0","0","0","0","0",NA,NA,0,NA,89.9782360866411,NA,"[400,600)"
"46",211933,"Animation",80,NA,"5","9","F100","0","0","TP",1,89,"0","0","0","0","0",2.75,4,0.8125,72.2566418145542,57.6432790962794,NA,"[50,100)"
"47",374491,"Action",500,50654000,"5","majorUS","USA","0","0","TP",2,116,"0","0","0","0","0",3.4,3.5,0.8125,80.2268192796388,93.8905586071095,89.987517831669,"[400,600)"
"48",120832,"ComDram",60,NA,"5","tvFR","TIERS","1","0","TP",9,100,"1","0","0","0","0",3.66666666666667,3.5,0.625,64.7170009450803,53.2075862783708,NA,"[50,100)"
"49",1023,"Documentaire",3,NA,"NotAv","NotAv","TIERS","0","0","TP",1,118,"0","0","0","0","0",NA,NA,0,6.5945605376457,11.4001450927557,NA,"[1,5)"
"50",734,"ComDram",3,NA,"NotAv","9","MINO","0","0","TP",3,92,"0","0","0","0","0",NA,NA,0,4.95642129581014,11.4001450927557,NA,"[1,5)"
"51",45481,"Comédie",10,NA,"NotAv","9","EUROPE","0","0","TP",1,85,"0","0","0","0","0",NA,NA,0,50.7823164969022,24.8626800704736,NA,"[10,20)"
"52",490,"Documentaire",2,NA,"NotAv","9","F100","1","0","TP",2,63,"0","0","0","0","0",3,2.5,0.4375,3.27627848367111,8.46201678930459,NA,"[1,5)"
"53",1735,"Autre",1,NA,"NotAv","9","EUROPE","0","0","TP",1,95,"0","0","0","0","0",NA,NA,0,9.96534705449963,3.440771064359,NA,"[1,5)"
"54",11806,"ComDram",17,NA,"NotAv","9","F100","1","1","TP",1,107,"0","0","0","0","0",3.66666666666667,2.66666666666667,0.75,32.2167384227659,32.1587729298373,NA,"[10,20)"
"55",27636,"Comédie",100,NA,"5","9","F100","0","0","TPA",1,88,"0","0","0","0","0",2,2.25,0.5,44.0197416780426,61.3379624831589,NA,"[100,200)"
"56",1916,"Action",4,NA,"5","9","USA","0","0","TP",6,117,"0","0","0","0","0",2.5,3.25,0.5625,10.9314291714796,13.7941755622344,NA,"[1,5)"
"57",81722,"Drame",100,17974000,"5","majorUS","USA","0","0","12",11,140,"0","0","0","0","0",4,3.66666666666667,0.75,59.5295600126011,61.3379624831589,73.6002139800285,"[100,200)"
"58",29276,"Drame",20,NA,"5","9","EUROPE","1","0","TP",1,155,"1","0","0","0","0",3.5,2.75,0.875,44.7233014806259,34.4439838325215,NA,"[20,50)"
"59",18758,"Action",5,3104600,"5","9","TIERS","1","0","TP",1,92,"0","0","0","0","0",2.33333333333333,3.5,0.5,38.7220413735167,16.1312053062494,33.817760342368,"[5,10)"
"60",975,"Comédie",5,NA,"5","9","USA","0","0","TP",1,102,"0","0","0","0","0",NA,NA,0,6.30053554552137,16.1312053062494,NA,"[5,10)"
"61",13975,"ComDram",15,20425000,"5","NotAv","USA","1","0","TP",12,146,"0","0","0","0","0",2.75,3.33333333333333,0.6875,34.7317021946865,30.2984765260649,75.5973609129815,"[10,20)"
"62",5541,"Comédie",40,NA,"5","9","F100","0","0","TP",6,95,"0","0","0","0","0",3,2,0.1875,22.5086632363751,46.1446782049953,NA,"[20,50)"
"63",386,"Action",1,NA,"5","NotAv","USA","0","0","12",1,100,"0","0","0","0","0",NA,NA,0,2.64622492911897,3.440771064359,NA,"[1,5)"
"64",664,"ComDram",1,9804000,"5","NotAv","USA","1","0","TP",2,86,"0","0","0","0","0",2.5,NA,0.1875,4.4628793447443,3.440771064359,61.8669757489301,"[1,5)"
"65",1733746,"Comédie",345,19608000,"5","5","USA","0","0","TP",3,99,"0","0","0","0","0",3,2.66666666666667,0.4375,95.4531135146487,87.045289667323,74.5363766048502,"[200,400)"
"66",345,"ComDram",2,NA,"5","NotAv","EUROPE","0","0","TP",1,92,"0","0","0","0","0",NA,NA,0,2.38370261472225,8.46201678930459,NA,"[1,5)"
"67",163727,"Drame",28,1634000,"5","majorUS","USA","1","0","16",2,114,"0","0","0","0","0",3.33333333333333,3.66666666666667,0.75,68.9803633308831,39.7450513006529,21.077032810271,"[20,50)"
"68",56917,"ComDram",77,NA,"5","9","F100","1","0","12",1,100,"0","0","0","0","0",2.75,2.5,0.75,54.0480940879975,56.881542128718,NA,"[50,100)"
"69",381534,"ComDram",272,NA,"5","tvFR","MAJO","0","0","TP",4,108,"0","0","0","0","0",3,3.5,0.6875,80.5418460569148,81.6146750958649,NA,"[200,400)"
"70",275465,"Action",340,12255000,"5","majorUS","USA","0","0","TP",4,110,"0","0","0","0","0",3,2.33333333333333,0.5625,75.8374461829255,86.7602860400041,66.1109129814551,"[200,400)"
"71",NA,"Comédie",2,NA,"5","NotAv",NA,"0","0","NotAv",3,93,"0","0","0","0","0",NA,NA,0,NA,8.46201678930459,NA,"[1,5)"
"72",15319,"Comédie",54,13072000,"5","majorFR","USA","0","0","TP",2,95,"0","0","0","0","0",2.5,3,0.4375,36.0075606426546,51.4872007461913,67.7514265335235,"[50,100)"
"73",116274,"ComDram",60,NA,"5","9","F100","1","0","TP",8,90,"0","0","0","0","0",3.75,3.75,0.8125,64.3179670271973,53.2075862783708,NA,"[50,100)"
"74",54782,"Comédie",100,6536000,"5","majorUS","USA","0","0","TP",3,84,"0","1","0","0","0",2.66666666666667,3,0.5,53.5020476740523,61.3379624831589,52.2913694721826,"[100,200)"
"75",1014653,"Action",537,17280000,"5","9","MAJO","0","0","TP",13,90,"0","0","0","0","0",2.75,3.25,0.8125,91.3787671952116,94.9787542750544,73.1811697574893,"[400,600)"
"76",215219,"Animation",91,61275000,"5","majorUS","USA","0","0","TP",7,86,"0","0","0","0","0",2.75,3.75,0.625,72.4666596660716,59.9284899989636,92.0292439372325,"[50,100)"
"77",1909700,"Sci-Fi",597,61275000,"5","majorUS","USA","0","0","TP",3,110,"0","0","0","0","0",3,3.5,0.875,95.9781581434422,96.3001347289875,92.0292439372325,"[400,600)"
"78",29307,"Comédie",4,24510000,"5","majorUS","USA","1","0","TP",5,109,"0","0","0","0","0",3.6,3.5,0.9375,44.7653050509293,13.7941755622344,78.8962196861626,"[1,5)"
"79",19872,"ComDram",20,26144000,"5","majorUS","USA","1","0","TP",3,133,"1","0","0","0","0",2.75,3.33333333333333,0.75,39.4518534075396,34.4439838325215,80.2514265335235,"[20,50)"
"80",217204,"Action",72,7353000,"5","majorFR","USA","1","0","TP",2,116,"0","0","0","0","0",3,4.25,0.6875,72.6241730547096,56.0576225515597,54.8591298145506,"[50,100)"
"81",16437,"ComDram",61,26961000,"5","majorUS","USA","0","0","TP",5,124,"0","0","0","0","0",2.66666666666667,2.66666666666667,0.4375,36.9316391893311,53.6221370090165,80.6169757489301,"[50,100)"
"82",1164443,"Comédie",332,NA,"5","9","F100","0","0","TP",7,100,"0","0","0","0","0",3.33333333333333,3.5,0.75,92.6073716265883,86.1850969012333,NA,"[200,400)"
"83",2248861,"Action",521,40850000,"5","majorUS","USA","0","0","TP",4,119,"0","0","0","0","0",2,3.5,0.875,96.7552241940565,94.5331122396103,86.9917974322397,"[400,600)"
"84",1950820,"Action",395,81700000,"5","majorUS","USA","0","0","12",10,129,"0","0","0","0","0",2.75,2.75,0.6875,96.1356715320802,89.5947766607939,95.1230385164051,"[200,400)"
"85",1058909,"ComDram",347,NA,"5","majorUS","TIERS","0","0","TP",4,148,"0","0","0","0","0",NA,NA,0,91.830305575974,87.1644730023837,NA,"[200,400)"
"86",12580,"Comédie",9,NA,"5","9","EUROPE","0","0","TP",1,92,"0","0","0","0","0",3,2.5,0.4375,33.2143232174735,22.9920198984351,NA,"[5,10)"
"87",2487,"Drame",5,NA,"5","majorUS","USA","0","0","TP",5,101,"0","0","0","0","0",2,NA,0.0625,13.1838706290035,16.1312053062494,NA,"[5,10)"
"88",21306,"Comédie",80,18791000,"5","majorUS","USA","0","0","TP",7,114,"0","0","0","0","0",3,3.66666666666667,0.3125,40.4914417725507,57.6432790962794,74.1084165477889,"[50,100)"
"89",81284,"Action",150,NA,"5","9","F100","0","0","12",6,105,"0","0","0","0","0",NA,NA,0,59.4455528719941,68.4889625867966,NA,"[100,200)"
"90",55987,"Comédie",100,NA,"5","9","F100","0","0","TP",1,89,"0","0","0","0","0",NA,NA,0,53.8590780216318,61.3379624831589,NA,"[100,200)"
"91",132293,"Comédie",66,NA,"5","majorFR","EUROPE","1","0","TP",1,94,"0","0","0","0","0",2.66666666666667,2.66666666666667,0.5625,65.8615982358501,54.7828790548243,NA,"[50,100)"
"92",826369,"Comédie",363,24510000,"5","majorUS","USA","0","0","TP",3,100,"0","0","0","0","0",2.5,2,0.3125,89.667121705345,88.1231215670018,78.8962196861626,"[200,400)"
"93",246508,"Action",247,32680000,"5","majorUS","TIERS","0","0","TPA",4,117,"0","0","0","0","0",2.25,2.33333333333333,0.6875,74.3883230074556,79.5211939061043,84.0139087018545,"[200,400)"
"94",375419,"Comédie",186,NA,"5","9","F100","0","0","TP",4,100,"0","0","0","0","0",4,2,0.5625,80.2688228499422,72.7847445331122,NA,"[100,200)"
"95",789879,"Comédie",485,41667000,"5","majorUS","USA","0","0","TP",3,117,"0","0","0","0","0",4,4,0.8125,89.2050824320067,93.263550627008,87.5980741797432,"[400,600)"
"96",1352,"Drame",12,NA,"NotAv","9","USA","0","0","16",1,90,"0","0","0","0","0",NA,NA,0,8.23269977948126,27.5365322831382,NA,"[10,20)"
"97",53391,"Autre",29,NA,"NotAv","9","TIERS","1","1","TP",2,120,"1","0","0","0","0",4,3.66666666666667,0.8125,53.0820119710175,40.2943310187584,NA,"[20,50)"
"98",6845,"Comédie",60,NA,"NotAv","9","TIERS","0","0","TP",1,90,"0","0","0","0","0",2.75,3,0.5625,24.9711225454164,53.2075862783708,NA,"[50,100)"
"99",158668,"Comédie",52,NA,"NotAv","9","F100","1","0","12",2,94,"0","0","0","0","0",3.6,4,0.9375,68.5603276278484,50.8912840708882,NA,"[50,100)"
"100",12316,"ComDram",15,NA,"NotAv","9","F100","1","0","TP",1,101,"0","0","0","0","0",2.75,3,0.6875,32.8887955476215,30.2984765260649,NA,"[10,20)"
"101",129529,"ComDram",35,NA,"NotAv","9","F100","1","0","TP",2,100,"0","0","0","0","0",4,4,0.625,65.6095768140292,43.7143745465851,NA,"[20,50)"
"102",2911,"ComDram",5,NA,"NotAv","9","TIERS","1","0","TP",3,80,"0","0","0","0","0",3.66666666666667,3.33333333333333,0.6875,14.8692638874304,16.1312053062494,NA,"[5,10)"
"103",63892,"ComDram",30,NA,"NotAv","9","F100","1","0","TPA",4,90,"0","0","0","0","0",3.75,3.75,0.75,55.77024047044,41.0975230593844,NA,"[20,50)"
"104",4701,"Sci-Fi",10,NA,"NotAv","9","TIERS","1","0","TP",2,84,"0","0","0","0","0",2.8,3,0.75,20.4977423080962,24.8626800704736,NA,"[10,20)"
"105",478006,"ComDram",300,NA,"majorUS","majorUS","USA","0","0","TP",7,107,"0","0","0","0","0",2.5,2.33333333333333,0.4375,83.3875879449753,83.8739765778837,NA,"[200,400)"
"106",5037914,"Animation",798,104167500,"majorUS","majorUS","USA","0","0","TP",1,76,"0","0","0","0","0",3,3.25,0.6875,99.3699464454479,99.1294434656441,96.8259629101284,"[600,1100]"
"107",155736,"Comédie",203,NA,"majorUS","majorFR","F100","0","0","TP",3,90,"0","0","0","0","0",3,3,0.375,68.3188070986034,75.3497771789823,NA,"[200,400)"
"108",631350,"Animation",250,NA,"majorUS","majorUS","USA","0","0","TP",3,80,"0","0","0","0","0",3,4,0.3125,86.7373726766775,79.8839257954192,NA,"[200,400)"
"109",318819,"Action",200,44935000,"majorUS","majorUS","USA","0","0","TP",1,115,"0","0","0","0","0",2.33333333333333,3.66666666666667,0.5,77.7066050614302,74.8315887656752,88.1330242510699,"[200,400)"
"110",94076,"Comédie",136,24510000,"majorUS","9","USA","0","0","TP",1,97,"0","0","0","0","0",2.5,2,0.3125,61.3252126430747,66.4991190796974,78.8962196861626,"[100,200)"
"111",7751999,"Sci-Fi",418,44935000,"majorUS","5","USA","0","0","12",1,107,"0","0","0","0","0",3.6,4.25,0.875,99.842486611362,91.0042491449891,88.1330242510699,"[400,600)"
"112",392923,"ComDram",216,55556000,"majorUS","majorUS","USA","1","0","TP",5,158,"0","0","0","0","0",4,4.25,0.9375,80.8988764044944,76.7540677790445,90.6829529243937,"[200,400)"
"113",3375898,"Sci-Fi",548,61275000,"majorUS","majorUS","USA","0","0","TP",2,106,"0","0","0","0","0",3.4,4,0.8125,98.4878714690749,95.1549383355788,92.0292439372325,"[400,600)"
"114",170645,"Comédie",135,16340000,"majorUS","majorUS","USA","1","0","TP",11,104,"0","0","0","0","0",3.25,3.5,0.75,69.4529034967972,66.3488444398383,72.0042796005706,"[100,200)"
"115",72301,"Comédie",180,NA,"majorUS","majorFR","F100","0","0","TP",1,90,"0","0","0","0","0",2,3,0.5625,57.5868948860653,72.0851901751477,NA,"[100,200)"
"116",632792,"ComDram",180,26144000,"majorUS","majorUS","USA","1","0","12",22,121,"0","0","0","0","0",3.75,4.25,0.875,86.7478735692534,72.0851901751477,80.2514265335235,"[100,200)"
"117",684795,"ComDram",299,36765000,"majorUS","majorUS","USA","0","0","TP",1,101,"0","0","0","0","0",2,3.33333333333333,0.375,87.6194476530505,83.7133381697585,85.6990014265335,"[200,400)"
"118",886221,"Animation",473,24510000,"majorUS","majorUS","USA","0","0","TP",1,77,"0","0","0","0","0",4,3.66666666666667,0.4375,90.3496797227764,92.8749093170277,78.8962196861626,"[400,600)"
"119",488617,"Animation",89,17880,"majorUS","9","TIERS","0","0","TP",3,135,"0","0","0","0","0",5,4.5,0.8125,83.6396093667962,59.4206653539227,0.508202567760342,"[50,100)"
"120",4492476,"Animation",653,73530000,"majorUS","majorUS","USA","0","0","TP",2,93,"0","0","0","0","0",4,4.75,0.8125,99.1704294865064,97.43496735413,94.0888017118402,"[600,1100]"
"121",571517,"ComDram",350,30430000,"majorUS","tvFR","MAJO","0","0","TP",6,117,"0","0","0","0","0",3,NA,0.4375,85.7292869893941,87.4028396725049,82.7211126961484,"[200,400)"
"122",89146,"ComDram",159,NA,"majorUS","5","USA","0","0","TP",2,105,"0","0","0","0","0",2,3,0.375,60.7161608736743,69.763706083532,NA,"[100,200)"
"123",77691,"Action",80,NA,"majorUS","9","USA","0","0","TP",1,87,"0","0","0","0","0",3,3,0.4375,58.8049984248661,57.6432790962794,NA,"[50,100)"
"124",3216994,"Action",548,16060000,"majorUS","9","F100","0","0","12",4,105,"0","0","0","0","0",2.66666666666667,3.5,1,98.319857187861,95.1549383355788,71.077032810271,"[400,600)"
"125",526062,"Comédie",212,24510000,"majorUS","majorUS","USA","0","0","TP",1,129,"0","0","0","0","0",3,4,0.6875,84.6686968392313,76.355062700798,78.8962196861626,"[200,400)"
"126",589,"ComDram",3,NA,"majorUS","9","TIERS","0","0","TP",1,79,"0","0","0","0","0",NA,NA,0,3.96408694739053,11.4001450927557,NA,"[1,5)"
"127",2402307,"Action",563,73530000,"majorUS","9","USA","0","0","TP",2,118,"0","0","0","0","0",2.5,3,0.4375,97.1542581119395,95.5176702248938,94.0888017118402,"[400,600)"
"128",86883,"Comédie",205,47386000,"majorUS","majorUS","USA","0","0","TP",4,90,"0","0","0","0","0",2,2,0.4375,60.338128740943,75.5104155871075,88.5877318116976,"[200,400)"
"129",2962254,"Comédie",252,12255000,"majorUS","majorUS","USA","1","0","TP",1,122,"0","0","0","0","0",3.5,4,0.875,97.9418250551297,80.1844750751373,66.1109129814551,"[200,400)"
"130",102726,"ComDram",232,49020000,"majorUS","majorUS","USA","0","0","TP",6,127,"0","0","0","0","0",2.4,2.25,0.875,62.5748188596031,78.0339931599129,89.2296718972896,"[200,400)"
"131",81047,"Sci-Fi",120,18791000,"majorUS","9","USA","0","0","TP",3,108,"0","0","0","0","0",3,3.66666666666667,0.375,59.3825475165389,64.4367291947352,74.1084165477889,"[100,200)"
"132",835723,"Comédie",589,100491000,"majorUS","majorUS","USA","0","0","TP",12,104,"0","0","0","0","0",3,3.5,0.5,89.7826315236795,96.1135869001969,96.4693295292439,"[400,600)"
"133",11544,"Comédie",28,62092000,"majorUS","majorUS","USA","0","0","TP",1,92,"0","0","0","0","0",2,2,0.375,31.9332143232175,39.7450513006529,92.305634807418,"[20,50)"
"134",454143,"ComDram",106,NA,"majorUS","tvFR","MAJO","1","0","TP",1,119,"0","1","0","0","0",4.25,4,0.6875,82.694529034968,62.5038864130998,NA,"[100,200)"
"135",448384,"Comédie",380,12745200,"majorUS","majorUS","USA","0","0","TP",1,94,"0","0","0","0","0",2.5,3,0.5,82.610521894361,88.9677686806923,67.1362339514979,"[200,400)"
"136",34729,"ComDram",50,NA,"majorUS","9","TIERS","1","0","TP",3,115,"0","0","0","0","0",2.5,3,0.5625,47.0965032027722,50.0829101461291,NA,"[50,100)"
"137",3977523,"Action",745,102125000,"majorUS","majorUS","USA","0","0","TP",10,126,"0","0","0","0","0",3,3.66666666666667,0.75,98.8974062795338,98.6682557778008,96.6208987161198,"[600,1100]"
"138",734944,"Action",264,NA,"majorUS","majorUS","USA","0","0","12",4,99,"0","0","0","0","0",3,3.25,0.9375,88.3755119185131,81.0498497253601,NA,"[200,400)"
"139",665898,"Comédie",498,68628000,"majorUS","majorUS","USA","0","0","TP",2,106,"0","0","0","0","0",3,2.75,0.6875,87.3044208757744,93.7610115037828,93.348787446505,"[400,600)"
"140",5901,"ComDram",16,NA,"majorUS","majorUS","EUROPE","0","0","TP",2,123,"0","0","0","0","0",4,4,0.25,23.1807203612307,31.3400352368121,NA,"[10,20)"
"141",354663,"Sci-Fi",188,26144000,"majorUS","majorUS","USA","0","0","12",1,102,"0","0","0","0","0",2.33333333333333,3,0.625,79.4707550141762,72.986838014302,80.2514265335235,"[100,200)"
"142",13745,"ComDram",86,19608000,"majorUS","majorUS","USA","0","0","TP",1,115,"0","0","0","0","0",3,3,0.3125,34.5584374671847,58.928386361281,74.5363766048502,"[50,100)"
"143",27335,"ComDram",50,NA,"majorUS","majorUS","EUROPE","0","0","TP",9,116,"0","0","0","0","0",2,2.5,0.3125,43.8832300745563,50.0829101461291,NA,"[50,100)"
"144",1082,"Sci-Fi",5,49020000,"majorUS","majorUS","USA","0","0","TP",1,90,"0","0","0","0","0",2,2,0.375,6.90433686863383,16.1312053062494,89.2296718972896,"[5,10)"
"145",12449,"ComDram",30,40850000,"majorUS","majorUS",NA,"0","0","NotAv",7,137,"0","0","0","0","0",3,2.5,0.75,33.0568098288354,41.0975230593844,86.9917974322397,"[20,50)"
"146",215,"ComDram",2,NA,"majorUS","NotAv","USA","0","0","TP",2,89,"0","0","0","0","0",NA,NA,0,1.47537540690959,8.46201678930459,NA,"[1,5)"
"147",7408,"ComDram",75,NA,"majorUS","majorUS","USA","0","0","TP",5,133,"0","0","0","0","0",2,3,0.4375,26.1262207287619,56.5395377759353,NA,"[50,100)"
"148",42848,"Comédie",78,NA,"majorUS","NotAv","F100","0","0","TP",1,90,"0","0","0","0","0",3,2.75,0.625,50.0157513388638,57.0939993781739,NA,"[50,100)"
"149",25072,"Comédie",6,36765000,"majorUS","majorUS","USA","0","0","TP",1,102,"0","0","0","0","0",3.33333333333333,3.75,0.625,42.6546256431797,18.3956886724013,85.6990014265335,"[5,10)"
"150",787629,"Action",330,57190000,"majorUS","majorUS","USA","0","0","TP",7,105,"0","0","0","0","0",2.4,3.33333333333333,0.6875,89.1735797542791,86.0607316820396,91.1644079885877,"[200,400)"
"151",63168,"Drame",179,20425000,"majorUS","majorUS","USA","1","0","TP",12,148,"0","0","0","0","0",2.5,3,0.5625,55.6232279743778,71.9141879987563,75.5973609129815,"[100,200)"
